Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Month End Characters,Month No.
3065,CA-2017-106859,Monday 13 March 2017,Saturday 18 March 2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",$91,8,0,$25,Mar,ch,3
3071,CA-2014-119375,Monday 17 November 2014,Saturday 22 November 2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"$2,934",7,0,$792,Nov,ember,11
3109,CA-2016-121671,Sunday 17 July 2016,Friday 22 July 2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",$243,3,0,$5,Jul,y,7
3112,CA-2016-121671,Sunday 17 July 2016,Friday 22 July 2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,$265,1,0,$48,Jul,y,7
3184,CA-2017-152912,Thursday 9 November 2017,Sunday 12 November 2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,"$1,633",9,0,$474,Nov,ember,11
3185,CA-2017-152912,Thursday 9 November 2017,Sunday 12 November 2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,$544,3,0,$158,Nov,ember,11
3242,US-2016-140809,Monday 1 February 2016,Wednesday 3 February 2016,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$56,5,0,$15,Feb,ruary,2
3247,US-2017-140907,Sunday 10 December 2017,Tuesday 12 December 2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,$325,5,0,$39,Dec,ember,12
3396,US-2017-148362,Saturday 1 July 2017,Saturday 8 July 2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",$444,4,0,$13,Jul,y,7
3401,CA-2014-102274,Friday 21 November 2014,Wednesday 26 November 2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,$194,3,0,$10,Nov,ember,11
3446,CA-2015-131779,Friday 12 June 2015,Wednesday 17 June 2015,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$30,5,0,$5,Jun,e,6
3538,CA-2014-158771,Friday 9 May 2014,Friday 9 May 2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,$83,3,0,$15,May,,5
3547,CA-2017-155292,Monday 30 October 2017,Wednesday 1 November 2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,$106,7,0,$4,Oct,ober,10
3579,CA-2016-104157,Monday 25 July 2016,Friday 29 July 2016,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,$8,1,0,$0,Jul,y,7
3591,CA-2017-146535,Friday 24 November 2017,Thursday 30 November 2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,"$1,444",12,0,$375,Nov,ember,11
3686,CA-2015-132626,Thursday 9 July 2015,Tuesday 14 July 2015,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,$98,7,0,$28,Jul,y,7
3727,CA-2016-165169,Sunday 5 June 2016,Saturday 11 June 2016,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,$360,2,0,$94,Jun,e,6
3730,CA-2015-109575,Friday 18 September 2015,Wednesday 23 September 2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$42,2,0,$8,Sep,tember,9
3731,CA-2015-109575,Friday 18 September 2015,Wednesday 23 September 2015,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$637,7,0,$0,Sep,tember,9
3746,CA-2016-149979,Friday 23 September 2016,Wednesday 28 September 2016,Second Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$118,5,0,$34,Sep,tember,9
3848,CA-2017-129000,Saturday 25 November 2017,Monday 27 November 2017,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Canton,Michigan,48187,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$502,3,0,$0,Nov,ember,11
3890,CA-2014-100895,Monday 2 June 2014,Friday 6 June 2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$357,2,0,$107,Jun,e,6
3920,US-2015-148817,Tuesday 1 December 2015,Monday 7 December 2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",$62,4,0,$17,Dec,ember,12
3925,CA-2014-103940,Wednesday 17 September 2014,Sunday 21 September 2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,$30,2,0,$1,Sep,tember,9
3926,CA-2014-103940,Wednesday 17 September 2014,Sunday 21 September 2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$58,3,0,$16,Sep,tember,9
3987,CA-2017-112333,Saturday 8 April 2017,Friday 14 April 2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"$2,592",4,0,$622,Apr,il,4
4098,CA-2014-116904,Tuesday 23 September 2014,Sunday 28 September 2014,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$405,5,0,$16,Sep,tember,9
4223,CA-2017-134565,Sunday 11 June 2017,Tuesday 13 June 2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",$103,2,0,$1,Jun,e,6
4277,CA-2017-151358,Friday 18 August 2017,Tuesday 22 August 2017,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,$323,2,0,$61,Aug,ust,8
4321,CA-2014-152345,Monday 29 December 2014,Saturday 3 January 2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$33,1,0,$8,Dec,ember,12
4342,CA-2017-130309,Sunday 17 December 2017,Thursday 21 December 2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,$544,3,0,$158,Dec,ember,12
4365,CA-2017-111332,Saturday 20 May 2017,Monday 22 May 2017,Second Class,NC-18340,Nat Carroll,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,$705,4,0,$162,May,,5
4442,US-2016-111290,Friday 22 July 2016,Tuesday 26 July 2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,$966,5,0,$135,Jul,y,7
4448,US-2014-147704,Sunday 16 November 2014,Friday 21 November 2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",$169,5,0,$42,Nov,ember,11
4478,CA-2017-130211,Sunday 22 October 2017,Sunday 22 October 2017,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,$333,3,0,$23,Oct,ober,10
4557,CA-2015-130218,Monday 23 March 2015,Thursday 26 March 2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,$28,4,0,$1,Mar,ch,3
4577,CA-2016-139395,Monday 12 December 2016,Sunday 18 December 2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,$27,2,0,$7,Dec,ember,12
4608,CA-2015-135020,Thursday 28 May 2015,Tuesday 2 June 2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$535,3,0,$161,May,,5
4622,CA-2015-161214,Monday 5 October 2015,Thursday 8 October 2015,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,19805,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$78,5,0,$22,Oct,ober,10
4654,CA-2017-132647,Friday 17 February 2017,Thursday 23 February 2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$166,5,0,$40,Feb,ruary,2
4678,CA-2014-114510,Friday 14 March 2014,Wednesday 19 March 2014,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$81,1,0,$3,Mar,ch,3
4680,CA-2014-114510,Friday 14 March 2014,Wednesday 19 March 2014,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,$21,2,0,$6,Mar,ch,3
4745,CA-2017-168123,Sunday 5 March 2017,Sunday 5 March 2017,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,$221,4,0,$58,Mar,ch,3
4828,CA-2014-152562,Saturday 1 November 2014,Saturday 8 November 2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$70,2,0,$19,Nov,ember,11
4832,CA-2014-120278,Friday 7 November 2014,Wednesday 12 November 2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,$37,3,0,$10,Nov,ember,11
4833,CA-2014-120278,Friday 7 November 2014,Wednesday 12 November 2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,$23,2,0,$6,Nov,ember,11
4853,CA-2014-107818,Monday 8 September 2014,Sunday 14 September 2014,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,$486,6,0,$19,Sep,tember,9
4868,CA-2017-122490,Monday 13 November 2017,Saturday 18 November 2017,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,$345,3,0,$10,Nov,ember,11
4883,CA-2017-143567,Thursday 2 November 2017,Sunday 5 November 2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,$60,4,0,$17,Nov,ember,11
4889,CA-2016-163167,Monday 28 November 2016,Thursday 1 December 2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"$1,126",3,0,$56,Nov,ember,11
4890,CA-2016-163167,Monday 28 November 2016,Thursday 1 December 2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl","$1,263",6,0,$316,Nov,ember,11
4894,CA-2016-135776,Friday 23 December 2016,Friday 30 December 2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,$227,2,0,$2,Dec,ember,12
4897,CA-2016-135776,Friday 23 December 2016,Friday 30 December 2016,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","$1,118",4,0,$56,Dec,ember,12
4907,US-2014-146353,Tuesday 14 October 2014,Thursday 16 October 2014,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,$270,5,0,$16,Oct,ober,10
4944,CA-2017-106782,Thursday 21 December 2017,Wednesday 27 December 2017,Standard Class,LP-17095,Liz Preis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,$375,1,0,$19,Dec,ember,12
4964,CA-2014-156587,Friday 7 March 2014,Saturday 8 March 2014,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",$243,3,0,$5,Mar,ch,3
5006,CA-2015-158659,Tuesday 10 November 2015,Saturday 14 November 2015,Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,47374,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,$714,5,0,$207,Nov,ember,11
5061,CA-2016-109722,Monday 5 December 2016,Wednesday 7 December 2016,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,$585,9,0,$70,Dec,ember,12
5093,CA-2015-119102,Saturday 23 May 2015,Wednesday 27 May 2015,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Woonsocket,Rhode Island,2895,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,$51,3,0,$14,May,,5
5121,CA-2014-149538,Friday 4 April 2014,Tuesday 8 April 2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,$233,5,0,$9,Apr,il,4
5152,CA-2017-169929,Monday 25 September 2017,Thursday 28 September 2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,$40,5,0,$10,Sep,tember,9
5169,CA-2014-121006,Monday 10 November 2014,Sunday 16 November 2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$63,3,0,$12,Nov,ember,11
5170,CA-2014-121006,Monday 10 November 2014,Sunday 16 November 2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",$535,3,0,$161,Nov,ember,11
5184,CA-2017-163335,Sunday 24 September 2017,Wednesday 27 September 2017,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,$40,3,0,$10,Sep,tember,9
5206,CA-2015-102015,Saturday 12 September 2015,Friday 18 September 2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",$106,2,0,$4,Sep,tember,9
5211,CA-2015-156755,Monday 12 January 2015,Sunday 18 January 2015,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",$465,3,0,$121,Jan,uary,1
5281,CA-2017-152709,Saturday 7 October 2017,Thursday 12 October 2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",$86,2,0,$22,Oct,ober,10
5284,CA-2014-133424,Sunday 30 March 2014,Friday 4 April 2014,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$16,3,0,$0,Mar,ch,3
5307,US-2016-168410,Sunday 21 February 2016,Friday 26 February 2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",$296,3,0,$80,Feb,ruary,2
5339,CA-2015-146486,Monday 9 November 2015,Saturday 14 November 2015,Second Class,DV-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,$245,5,0,$5,Nov,ember,11
5369,CA-2017-158071,Saturday 10 June 2017,Thursday 15 June 2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,$16,1,0,$4,Jun,e,6
5475,CA-2017-121741,Tuesday 26 December 2017,Tuesday 26 December 2017,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,$751,2,0,$38,Dec,ember,12
5477,CA-2017-169691,Thursday 15 June 2017,Sunday 18 June 2017,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",$85,5,0,$23,Jun,e,6
5546,CA-2017-102967,Friday 22 September 2017,Tuesday 26 September 2017,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Concord,New Hampshire,3301,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",$67,5,0,$18,Sep,tember,9
5560,US-2015-114741,Sunday 6 December 2015,Thursday 10 December 2015,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"$1,326",5,0,$239,Dec,ember,12
5715,CA-2017-116939,Monday 25 September 2017,Friday 29 September 2017,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,$178,5,0,$48,Sep,tember,9
5720,CA-2017-126550,Wednesday 29 March 2017,Sunday 2 April 2017,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,$81,5,0,$21,Mar,ch,3
5765,CA-2015-117772,Thursday 10 September 2015,Saturday 12 September 2015,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",$354,6,0,$18,Sep,tember,9
5839,CA-2015-132948,Friday 27 March 2015,Friday 3 April 2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,$84,5,0,$3,Mar,ch,3
5850,CA-2015-121783,Tuesday 10 November 2015,Saturday 14 November 2015,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,$796,3,0,$143,Nov,ember,11
5873,CA-2017-129910,Thursday 30 March 2017,Monday 3 April 2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$60,1,0,$17,Mar,ch,3
5888,CA-2017-151596,Sunday 8 October 2017,Wednesday 11 October 2017,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",$43,1,0,$11,Oct,ober,10
5912,CA-2016-155383,Saturday 17 December 2016,Thursday 22 December 2016,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$47,3,0,$13,Dec,ember,12
5976,CA-2017-102155,Thursday 13 July 2017,Monday 17 July 2017,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,$360,2,0,$94,Jul,y,7
5982,CA-2014-117765,Sunday 7 September 2014,Saturday 13 September 2014,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,$20,2,0,$6,Sep,tember,9
5987,CA-2016-163776,Tuesday 19 July 2016,Monday 25 July 2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,$88,4,0,$1,Jul,y,7
6039,CA-2016-131205,Sunday 4 September 2016,Thursday 8 September 2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,$130,4,0,$5,Sep,tember,9
6061,CA-2015-134201,Friday 10 April 2015,Thursday 16 April 2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Rochester,New York,14609,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,$142,4,0,$38,Apr,il,4
6142,CA-2017-121083,Sunday 9 July 2017,Saturday 15 July 2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,$196,4,0,$4,Jul,y,7
6175,US-2014-106299,Saturday 2 August 2014,Friday 8 August 2014,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,$838,2,0,$226,Aug,ust,8
6177,CA-2015-158421,Monday 21 September 2015,Saturday 26 September 2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$86,7,0,$24,Sep,tember,9
6180,CA-2015-158421,Monday 21 September 2015,Saturday 26 September 2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,$64,2,0,$6,Sep,tember,9
6184,CA-2015-158421,Monday 21 September 2015,Saturday 26 September 2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",$888,8,0,$18,Sep,tember,9
6192,CA-2017-107986,Wednesday 13 December 2017,Wednesday 13 December 2017,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$31,3,0,$8,Dec,ember,12
6211,CA-2017-119809,Friday 18 August 2017,Friday 25 August 2017,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,"$1,000",7,0,$290,Aug,ust,8
6221,CA-2016-160220,Thursday 20 October 2016,Wednesday 26 October 2016,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$21,7,0,$1,Oct,ober,10
6278,US-2016-139087,Sunday 17 July 2016,Friday 22 July 2016,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,$70,2,0,$17,Jul,y,7
